FACTResultID,MakeID,AgeID,MileageID,CylinderCapacityID,Result
290327923,313,5,5,6293,0
290327924,63,5,2,310,1
290327925,250,4,2,5311,1
290327926,109,3,2,1868,1
290327928,250,2,3,3505,1
290327929,160,4,4,3957,1
290327930,7,5,5,1591,1
290327931,81,3,2,5416,1
290327932,291,3,3,7897,1
290327933,291,3,3,7897,0
290327934,7,2,2,4812,1
290327935,474,3,3,325,1
290327937,260,5,2,5170,1
290327938,250,5,3,167,1
290327939,311,3,4,2958,1
290327940,311,3,4,2958,0
290327941,503,3,2,6240,1
290327942,412,2,1,1376,1
290327943,81,2,1,6862,1
290327944,216,4,4,711,1
290327945,216,4,4,711,0
290327946,160,2,1,4776,1
290327947,160,4,3,3957,1
290327948,160,4,3,3957,0
290327949,420,4,3,315,1
290327950,309,3,2,1056,1
290327951,309,3,2,1056,0
290327952,311,3,2,7430,1
290327954,309,2,1,2129,1
290327955,503,2,1,5359,1
290327956,309,2,1,7454,1
290327957,103,2,3,2221,1
290327958,250,4,3,315,1
290327959,250,4,3,315,0
290327960,420,3,1,1104,1
290327962,250,4,5,2596,1
290327963,484,4,3,7991,1
290327964,260,2,1,5974,1
290327965,250,5,5,1056,1
290327966,207,6,3,6171,1
290327967,207,6,1,6171,1
290327968,508,4,3,2763,1
290327969,216,4,4,7744,1
290327970,216,4,5,310,1
290327971,216,2,3,310,1
290327974,109,4,3,975,1
290327976,63,4,3,3268,1
290327977,63,4,3,3268,1
290327978,484,3,3,7991,1
290327980,160,3,2,4500,1
290327981,287,5,2,591,1
290327982,250,2,1,3505,1
290327983,508,2,1,4318,1
290327984,63,2,3,7040,1
290327985,311,2,2,1672,1
290327986,311,3,2,1672,1
290327987,311,3,2,1672,0
290327988,267,2,2,4348,1
290327989,250,2,2,7670,1
290327990,250,2,2,7670,1
290327991,7,5,5,4804,1
290327993,7,3,3,2010,1
290327994,309,5,2,2620,1
